"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",103.18,,
"USA","United States","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",106.75,,
"USA","United States","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",66.01,,
"USA","United States","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",69.22,,
"USA","United States","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",71.77,,
"USA","United States","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",76.45,,
"USA","United States","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",81.16,,
"USA","United States","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",84.18,,
"USA","United States","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",89.8,,
"USA","United States","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",88.96,,
"USA","United States","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",89.77,,
"USA","United States","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",91.86,,
"USA","United States","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",92.9,,
"USA","United States","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",95.48,,
"USA","United States","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.86,,
"USA","United States","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",101.86,,
"USA","United States","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",105.61,,
"USA","United States","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",108.62,,
"USA","United States","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",111.24,,
"USA","United States","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",113.6,,
"USA","United States","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",118.08,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","1993","1993","PC","Percentage","0","Units",,,4.617582,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","1994","1994","PC","Percentage","0","Units",,,3.544163,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","1995","1995","PC","Percentage","0","Units",,,3.574219,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","1996","1996","PC","Percentage","0","Units",,,3.252876,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","1997","1997","PC","Percentage","0","Units",,,3.045384,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","1998","1998","PC","Percentage","0","Units",,,1.954008,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","1999","1999","PC","Percentage","0","Units",,,2.133855,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2000","2000","PC","Percentage","0","Units",,,3.621123,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2001","2001","PC","Percentage","0","Units",,,4.611531,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,2.465162,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,4.087653,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,3.146853,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,4.128457,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,4.170379,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.936412,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.692531,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,1.855036,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.266832,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.175559,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.067371,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.525141,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.66063,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.476817,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.220117,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.006631,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.122468,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.907027,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.356827,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,3.099313,,
"USA","United States","PWCP0722","CPI weights: 07.2.2 - Fuels and lubricants for personal transport equipment","AL","Per thousand of the National CPI Total","A","Annual","1997","1997","_1000","Per thousand","0","Units",,,29.95038,,
"USA","United States","PWCP0722","CPI weights: 07.2.2 - Fuels and lubricants for personal transport equipment","AL","Per thousand of the National CPI Total","A","Annual","1998","1998","_1000","Per thousand","0","Units",,,24.92975,,
"USA","United States","PWCP0722","CPI weights: 07.2.2 - Fuels and lubricants for personal transport equipment","AL","Per thousand of the National CPI Total","A","Annual","1999","1999","_1000","Per thousand","0","Units",,,31.60083,,
"USA","United States","PWCP0722","CPI weights: 07.2.2 - Fuels and lubricants for personal transport equipment","AL","Per thousand of the National CPI Total","A","Annual","2000","2000","_1000","Per thousand","0","Units",,,34.81974,,
"USA","United States","PWCP0722","CPI weights: 07.2.2 - Fuels and lubricants for personal transport equipment","AL","Per thousand of the National CPI Total","A","Annual","2001","2001","_1000","Per thousand","0","Units",,,25.78399,,
"USA","United States","PWCP0722","CPI weights: 07.2.2 - Fuels and lubricants for personal transport equipment","AL","Per thousand of the National CPI Total","A","Annual","2002","2002","_1000","Per thousand","0","Units",,,31.1865,,
"USA","United States","PWCP0722","CPI weights: 07.2.2 - Fuels and lubricants for personal transport equipment","AL","Per thousand of the National CPI Total","A","Annual","2003","2003","_1000","Per thousand","0","Units",,,32.68734,,
"USA","United States","PWCP0722","CPI weights: 07.2.2 - Fuels and lubricants for personal transport equipment","AL","Per thousand of the National CPI Total","A","Annual","2004","2004","_1000","Per thousand","0","Units",,,39.69327,,
"USA","United States","PWCP0722","CPI weights: 07.2.2 - Fuels and lubricants for personal transport equipment","AL","Per thousand of the National CPI Total","A","Annual","2005","2005","_1000","Per thousand","0","Units",,,44.59523,,
"USA","United States","PWCP0722","CPI weights: 07.2.2 - Fuels and lubricants for personal transport equipment","AL","Per thousand of the National CPI Total","A","Annual","2006","2006","_1000","Per thousand","0","Units",,,43.47061,,
"USA","United States","PWCP0722","CPI weights: 07.2.2 - Fuels and lubricants for personal transport equipment","AL","Per thousand of the National CPI Total","A","Annual","2007","2007","_1000","Per thousand","0","Units",,,54.11133,,
"USA","United States","PWCP0722","CPI weights: 07.2.2 - Fuels and lubricants for personal transport equipment","AL","Per thousand of the National CPI Total","A","Annual","2008","2008","_1000","Per thousand","0","Units",,,31.64396,,
"USA","United States","PWCP0722","CPI weights: 07.2.2 - Fuels and lubricants for personal transport equipment","AL","Per thousand of the National CPI Total","A","Annual","2009","2009","_1000","Per thousand","0","Units",,,45.24876,,
"USA","United States","PWCP0722","CPI weights: 07.2.2 - Fuels and lubricants for personal transport equipment","AL","Per thousand of the National CPI Total","A","Annual","2010","2010","_1000","Per thousand","0","Units",,,50.83,,
"USA","United States","PWCP0722","CPI weights: 07.2.2 - Fuels and lubricants for personal transport equipment","AL","Per thousand of the National CPI Total","A","Annual","2011","2011","_1000","Per thousand","0","Units",,,54.47,,
"USA","United States","PWCP0722","CPI weights: 07.2.2 - Fuels and lubricants for personal transport equipment","AL","Per thousand of the National CPI Total","A","Annual","2012","2012","_1000","Per thousand","0","Units",,,54.67211,,
